car_size,car_width,car_len,ramp_angle,front_bumper_length,wind_screen_x,wind_screen_z,side_mirrors_x,side_mirrors_z,rear_window_x,rear_window_z,trunklid_angle,trunklid_x,trunklid_z,diffusor_angle,car_green_house_angle,car_front_hood_angle,car_air_intake_angle,tires_diameter,tires_width
9.680033271238406289e-01,7.169283171076631933e-02,-1.656021647173336331e-03,-5.212806496994328853e+00,8.556220219152840811e-02,-1.070997457393273178e-03,-3.891155941645807470e-02,-3.665677000613614539e-02,2.849720620159795770e-02,-6.648054949181428364e-03,4.044059851727824229e-02,-2.823546109966841300e-01,1.312738532585350226e-02,1.029326402974416188e-02,7.164417983330370276e+00,-9.177650317815135850e-01,6.913899133308001765e+00,-1.358879671844370307e+00,4.461005165206704745e-03,-1.282528248304448844e-02
1.162110673489867185e+00,-8.660619125357760240e-02,2.869700994910726055e-02,7.894629724657727721e+00,-7.069127687722256970e-02,6.108843886784690036e-03,4.606124146604921588e-02,-2.049510543371764471e-02,-1.357915136167051062e-03,-3.686188116990382624e-03,3.392400870094995635e-02,4.415732295194642276e+00,2.533050255956530161e-02,4.593474210070867814e-02,6.088328508460442379e+00,-3.314811673142694204e+00,-2.576768777834088198e+00,6.513274517812794429e+00,-2.689053432989802275e-03,-1.297580153032490760e-03
1.013161110382858832e+00,3.576010239379309730e-02,9.684772473627978329e-03,3.490451985557118775e+00,7.464179149974756178e-02,-1.190894883273141414e-02,3.352487274160445563e-03,1.423428297652495900e-02,4.661009299037194298e-02,2.567735036183535491e-02,4.942610524490546886e-02,-4.063917964730977772e+00,4.311764362275463669e-02,-1.633047991276039002e-02,2.923749987478466039e+00,5.779996002119945686e+00,-5.947107312322994943e+00,-5.008773645606828140e+00,-6.654651558817440381e-03,-6.269270810259705215e-03
9.828808281144008063e-01,1.012301377467408892e-02,-9.873246136239005599e-02,4.247022279630090935e+00,9.870753877616447736e-03,4.833746690627470366e-02,3.501328372374515330e-02,-4.060798214870310618e-02,2.887151354537953463e-02,-1.060817767807545331e-03,3.874999476735450921e-02,-7.906979190536638669e+00,8.640123207735807276e-03,1.497545522686286046e-03,5.389289343232507079e+00,-5.861888669860846335e-01,-7.300204989098077135e+00,-1.284952352562363842e+00,-1.134961772838157662e-02,1.422658909595167151e-02
9.132705247744663524e-01,9.917523001249317627e-02,-5.933287576227628396e-02,4.792757622051007971e+00,-1.346536697585387632e-02,-4.079320765573815621e-02,1.082722722725393272e-02,3.058353092804011464e-02,-2.835839165963425362e-02,-2.530803627083416663e-02,-1.139256207370183127e-02,-2.524364695656048596e+00,-1.409246713246450899e-03,4.579566469479950941e-02,-6.554326129483031949e+00,-2.334484652296685780e+00,2.047315331847359587e+00,1.530950404843439472e+00,-1.217527835988711608e-02,-9.960295319833351729e-03
8.456283180392920595e-01,5.092887640393986559e-02,-3.563370418413651375e-02,-9.194882012090666024e-02,-4.793952520235831433e-02,1.038257502055006665e-02,2.897764493065629887e-02,4.201115454612845690e-02,-1.707896618859847809e-02,2.543978158910398246e-02,-2.658018944691053001e-02,-1.604596354081296639e+00,-8.037775719799765406e-03,-1.493759320019462378e-02,5.329462409250373511e+00,2.511516274967831919e+00,8.900305152560505917e-02,2.951191444516176432e+00,4.233311397800225070e-03,-1.732007164947927530e-03
8.726310472457811107e-01,-6.685316071484842526e-04,2.788697937772580127e-02,7.132962610368211998e+00,8.069066622843285019e-02,-1.327405841076655796e-02,2.583579298413296588e-03,4.453636723446041668e-02,7.635242554633804579e-03,4.471044726404903302e-02,-1.005492072290420369e-02,-2.408151215660396360e+00,4.412761627856684465e-02,3.856245687455887861e-02,7.262428235359763562e-02,-5.116578268047540234e+00,4.765193910335234762e+00,1.116252643748619988e+00,-8.555048754175308134e-03,-7.675959443692521519e-03
1.073380371300052261e+00,3.174367675791642252e-03,9.186084381809520027e-02,4.394762685985913464e+00,-3.855290784615437311e-02,-2.226862379879596121e-02,4.287044748332095867e-02,1.574324697868308143e-02,-2.126587628147929079e-02,-2.673202133606669348e-02,4.577826378172895894e-02,2.866735165695907028e+00,4.851845735295269579e-02,2.420561796577981595e-02,5.984340545791898336e+00,-9.489337124228214293e-01,-7.498858873839042261e+00,6.244561020407566332e-01,5.469714464449033572e-03,9.733065363754383331e-03
9.512305150135894616e-01,-4.277077323260297659e-03,1.122926624236844639e-02,7.006782089487572307e+00,-8.161819029058757502e-02,-1.811609874750213373e-02,-2.205697375500932644e-02,4.678015516316007261e-02,4.574085651785053663e-02,5.621061483976841355e-03,3.525516867058002546e-02,7.137280866686301906e+00,2.249337850516196224e-03,3.948332732692995395e-02,3.862036312874673527e+00,5.452613419762698754e+00,-4.815374996749628878e+00,7.819390398240100737e+00,-3.564739298726905120e-04,-3.825354567510151280e-03
9.050709857546317405e-01,-9.280999864093573970e-02,-3.350732931471785137e-02,-5.328963237674576803e+00,-9.071720260560711679e-02,1.197071882998593934e-02,2.146731645648013165e-03,4.444519717500716727e-02,-3.424495284870702344e-02,1.824604367000712268e-02,1.759552748638987252e-02,7.686952055614355572e+00,1.815055048235236779e-02,-3.940749018137949117e-02,7.200566538458730292e-01,3.264643385973116096e+00,6.512625581428917343e+00,-2.635414257750788636e+00,1.278739850368159313e-02,-8.094584076445466431e-03
9.785808565529985348e-01,5.054747504906306754e-02,3.222946907866497401e-02,-1.150694047520090635e+00,9.908783497637002613e-02,-5.029657672491652520e-03,3.992696634621650809e-03,4.164849079057844627e-02,-3.142461986490348302e-02,-4.115934640451110460e-03,-4.182803502058951572e-02,-1.576270581018844652e+00,4.878316550289935050e-02,-1.843420535604765181e-02,-7.890029799629616036e+00,6.378668196620083108e-01,2.385220956189735730e+00,-5.588601412267603763e+00,-4.702970331661601722e-03,1.225470011816702162e-02
1.032566617621266891e+00,9.769322962744847461e-02,-4.907956354354769957e-02,1.292453316116043638e+00,8.565820281852301599e-02,-2.712822612869685360e-02,-3.702504656252363774e-02,3.244408117080425924e-02,-3.075892033327867411e-02,-2.604632890314689808e-02,-1.773063830860467649e-02,3.179425994879220951e+00,2.408549789679183262e-02,3.356591813731614471e-02,7.916481115123366052e+00,-6.381300536064635764e+00,-6.085765658959729763e+00,-6.222963505153954245e+00,4.212519556655991773e-03,-2.558837864725551151e-03
8.386722365952807845e-01,5.593335594637807717e-02,-2.513149441562932684e-02,4.731592168760190731e+00,-5.165195697715807555e-02,2.859000499739558498e-02,3.487572380562378727e-02,2.710798670138647726e-02,2.172032875787691109e-02,1.915840244460589870e-02,2.800417429692379778e-02,-5.483806382869325091e-01,2.843931770138939663e-03,4.034404034428980268e-02,5.332384898883370639e+00,-4.342215559151677340e+00,2.340387710927879894e+00,-4.529782095750134019e+00,8.069741602047738119e-03,3.446948603374119791e-03
1.196257558857896086e+00,3.497447056612401628e-02,8.778210888137838452e-02,1.119067930798927080e-01,6.739800636812809387e-02,-4.543769721406228090e-02,-1.258127228730845232e-02,1.706382547547277695e-02,-3.494803070923328120e-02,-1.728899672829464079e-02,-4.934098298411128403e-02,6.604152114774215931e+00,-4.068294222548139716e-03,-1.366578772102452349e-02,-5.568400766543696534e+00,7.844910579540641749e+00,3.123123311540885183e+00,7.019180445690539116e+00,-1.347833594681211930e-03,1.065059830817219680e-02
1.090174968696047575e+00,8.944611099418720013e-02,6.871365880624605293e-02,-2.493682748733656140e+00,-8.470504853397607670e-02,1.997344965003050588e-02,4.002151679002620421e-02,-1.035650781237214962e-02,-4.443661492578472594e-02,3.907971810179106109e-02,-4.338529939710664834e-02,-6.619659597817619812e+00,-2.448365792826186216e-02,2.040218874339271016e-03,-4.220474341401207141e+00,2.314238536658148604e+00,-7.555321187190541465e+00,1.301834746077155103e-01,5.288624610994352784e-03,-1.633632992294339892e-03
1.184279274294825157e+00,-5.077343970782486476e-02,4.551321077961781314e-02,5.080279746424242404e+00,-4.549945309856348596e-03,-2.194371395953103113e-02,4.201228821302398220e-02,-4.376801536420150962e-03,-1.393211597938517204e-02,4.055330788044028689e-03,1.856430793173421967e-02,7.380557515163559401e-01,2.144557021301395083e-02,-2.131523539402511297e-02,-4.462681120605740404e-01,4.331842493590469800e+00,-1.454095626785747442e-01,-7.361391567497808097e+00,1.044317826101920539e-02,-4.976567132494081128e-03
1.008725656643725044e+00,-2.803895194627246956e-02,9.424153747357416622e-02,-3.452552996230197735e+00,7.474838922966184351e-02,-1.577421026373251184e-02,3.954402024141875915e-02,5.783561547426832594e-03,3.786265567255911457e-02,2.019229809446831947e-02,2.198374585335732823e-02,-4.110999798018948326e-01,3.659150906326458230e-02,-5.138768042653799051e-04,2.879852269855392777e+00,3.675378197783972567e+00,-5.182828253523783957e+00,-5.735900049259775813e+00,-3.155238851136913866e-03,-2.639345091185839667e-03
1.170517071199947523e+00,-5.047334197608060319e-02,6.054351311062158847e-02,-5.366540532408674125e+00,-4.942940064827232999e-02,-1.090329814101777262e-02,-3.319239935700728228e-02,-4.746938553324471510e-02,-2.741670680532853899e-02,-3.287676810550408529e-02,-2.585266732514136800e-02,-5.181946804469289347e+00,-4.680237041316912677e-02,4.195379587907176189e-02,4.416366156712053126e+00,3.468811441116883998e+00,2.847604588966813566e+00,6.290644388294483136e+00,-1.267350798885645904e-02,2.399232010336219134e-03
1.091362132269596552e+00,-1.660775013648678466e-02,-5.967381870667323729e-03,2.929413335202255553e+00,5.792320318213872721e-02,4.188408116910530277e-02,1.727486819471515944e-02,-2.544373861917413951e-02,-2.189632468207660873e-02,-4.788506933535094379e-03,1.896707721922136214e-02,-5.604472261290849744e+00,-4.563139456440636066e-02,-4.839939567960524491e-02,-4.843156903815312830e+00,4.951098687672338627e+00,7.199011620435651793e+00,-7.467483888175832973e+00,-2.765478362405864032e-03,7.764294924000093162e-03
1.093094197282420632e+00,4.650790186143552440e-02,-1.322945180654261366e-03,-4.512627020268475064e+00,-3.112796884272979459e-02,2.318668542791590959e-02,-1.821626611886025676e-02,4.765944227123750099e-02,-3.138057562150750601e-02,-3.462627120371413597e-02,-2.316900397421658639e-02,-2.484064773128679349e+00,-3.599405513000473317e-02,7.696331164472137998e-03,1.317124691683138948e+00,7.269374936937289533e-01,-3.715122570544382441e+00,-6.112269060899247819e+00,-1.281504917111652916e-02,-3.613211276864109617e-03
1.011763393311541082e+00,-6.178299098459465871e-02,8.622971850494742796e-02,-1.612573659912873936e+00,1.418288950325555242e-02,8.747177128016071779e-03,7.950052230251206109e-03,4.609748438643895829e-02,-3.623913087603158889e-02,-3.943593819720805915e-02,-1.536195372344012489e-02,3.088540365750619188e+00,-7.219045963996417736e-03,-2.478794618943779351e-02,-7.594783653629685105e+00,7.668513495824601733e+00,-2.434351376173745862e+00,-4.753541297990864223e-01,8.655207394562316678e-03,3.900283596205648268e-03
1.034097841629044723e+00,6.949170505440060985e-02,5.319975095347601046e-02,2.888856551937108108e+00,-1.130420745935203919e-02,9.266895656354232069e-03,4.943556444665286875e-02,-2.362905419034770985e-02,4.773273290791138490e-02,3.102608441595959554e-02,-3.030528682078793834e-02,-5.092329303398274831e+00,-5.559824042964588153e-03,1.486142106835208754e-02,-6.123016065410308073e+00,-1.678023630283162149e+00,-1.781014047669509992e+00,-4.965068941606407549e+00,-6.081374192899182372e-03,3.279249988766413937e-03
1.060342734035167656e+00,-6.504035004576053103e-03,6.789038317495751929e-02,-1.850874745623452000e+00,2.701228506457492573e-02,2.237114427405317851e-03,-2.598994979428022323e-02,-3.569679079502729308e-02,-4.045823869084761576e-02,-3.682251746523031166e-02,-2.673351866230079532e-02,6.317286555541596016e+00,-3.682953235416260018e-02,-1.442829246794120890e-02,-2.030115739104662254e+00,4.586321608866398947e+00,6.361853314898455736e+00,-4.071850334849802522e-01,-3.016706549376808877e-03,6.502181077665598885e-03
1.182914080210847541e+00,2.805991729080653529e-02,-1.766996821599600698e-02,-2.332613431881881638e+00,-4.079812036536442643e-03,-3.672376227058703896e-02,-5.815719132980581851e-03,-1.157855205908511070e-02,-1.784465587466652764e-02,2.027888422102344657e-02,-3.263066451065453621e-02,-1.144424656022549058e+00,-4.640743287162778924e-02,-2.362102064720275618e-03,7.273554523645550773e+00,-3.385855784108406041e+00,-6.188633787137753473e+00,-2.532778853484568771e+00,-8.921406563612174073e-03,-9.865290783802677793e-03
1.059089891631848523e+00,7.872131442832397408e-02,3.362386360777602778e-02,-7.050999339646466524e-01,5.573382691537023814e-03,-4.361491612462218420e-02,-3.381226641273213374e-02,-1.414744529174578880e-02,-1.752623066445026245e-02,-4.057282825579777708e-02,3.816606839362010617e-03,5.005232117759614852e-01,-3.535209311378716829e-02,4.842612770411577894e-03,2.548875337190800394e+00,7.906532122964025078e+00,-2.807884328244099947e+00,7.286762161912763602e+00,1.173458670885456877e-02,-1.145701578855383082e-02
8.147633766372384123e-01,-5.639086606499557619e-02,-6.251260382217604938e-02,3.205211944509152033e-01,-6.638452417084980683e-03,-1.645931637787400453e-02,4.237307124427006078e-03,-2.762985775263293586e-03,4.989377298727053212e-02,3.951394603896334068e-02,6.630047782827386271e-04,-2.673773556942776963e+00,2.975969413721357704e-02,2.530405139718044927e-02,-6.040953708813518119e+00,-4.967418451512163102e+00,-2.679243128771513938e+00,-6.954228644482110866e+00,3.275260796536774363e-03,-1.338048807179670341e-02
8.020852422339233012e-01,-2.388893027227634303e-02,8.978489014651533373e-02,-2.397400555089728158e-01,-9.048806464312902920e-02,-4.850347867648262951e-02,-4.785024296985967290e-02,3.245129892220653678e-02,2.375861262656124573e-02,-4.686139268166335248e-03,-3.382586714388921556e-02,4.339944070763271711e+00,9.618432074825544742e-03,3.126115222339354016e-03,5.660717668773818545e+00,1.416350954038636090e+00,1.834550213497413651e+00,-3.678899109061642747e+00,-1.189274953307601669e-02,-1.012895438633865108e-02
8.493591259101961333e-01,5.568341278805333250e-02,-7.811709557755149025e-02,-2.113142805186541295e+00,-4.839220236545467568e-02,-1.718405443113242559e-02,5.883561023249148092e-03,-8.260703034336666639e-03,2.528702129264222276e-02,-3.477080874954682765e-02,3.036530344138996251e-02,7.346561385785381759e+00,4.766377756292029810e-02,4.477751713153903246e-02,-3.876939718107566435e+00,3.755354899654493650e+00,6.026633249554652849e+00,2.704357258627108962e+00,-5.294841962468407708e-03,-7.037208966456411086e-04
8.808914322092527005e-01,7.872483946335270821e-02,6.502150796701827717e-02,2.031999886970986324e+00,7.721152364534530910e-02,-3.200655568289388631e-02,9.705809976094249836e-03,-3.714507783426849313e-02,-5.048289430116301157e-03,4.074797884005740278e-02,2.404421964211048146e-03,6.979521130333861123e+00,2.749464644411629688e-02,4.812213157764269611e-02,-4.335288204921459609e+00,-1.948421295126987474e-01,-1.716173492467158113e+00,-5.919212863059769347e+00,-1.001334780898581640e-02,1.470213274048405919e-02
1.048797025224776913e+00,2.881854516519660736e-02,9.043683825977685831e-02,4.020357533843444742e+00,8.383527226718331948e-02,-3.792466088211560171e-02,6.919730594480755226e-03,-4.376659655013673961e-02,-2.126817893981535271e-02,-4.235000647778613264e-02,-2.916607735191957540e-02,1.906490080968774592e+00,3.242035368200656131e-02,-3.168348784511424571e-02,-2.879989712596071172e+00,5.475275849260929917e+00,2.017106403210442878e+00,-2.980087169773955935e+00,-9.374199611515655547e-03,1.239763521802074789e-02
1.108897833386497833e+00,6.311671552812700425e-02,-2.414145276433318776e-02,-2.730859330868288026e+00,8.499218857902410273e-02,4.313047641367533103e-02,-1.056659583871301378e-02,-5.641663456566657631e-03,4.805629091101669415e-02,-2.412849259501631538e-02,-7.195339776248234342e-03,-6.577265310645330487e-01,-7.123468383122458225e-03,4.259277739075703617e-02,2.961394452735175875e+00,-5.832234554004688931e+00,-1.739717782778184230e+00,2.515659220428039688e+00,-3.946917390470761067e-03,1.279430001890689145e-02
1.053922803689655741e+00,8.661805698604516102e-02,9.180422657159612032e-02,3.613444925462413693e+00,-1.303211573810089674e-02,1.113509455064444487e-02,-4.259028511153041541e-03,-1.329914970246224432e-02,-3.063186164128843883e-02,3.273032392307827221e-02,-3.471985824541356375e-02,-2.035662365814985719e+00,-4.382291889032864651e-02,1.404734054160598766e-02,4.368615688270322650e+00,-1.445045304201238778e+00,2.095623954799666677e+00,4.925287790190575166e+00,4.864601284635361803e-03,2.078893384679147971e-03
1.015422821510725049e+00,-1.451007317039593181e-03,3.052897764800027725e-02,3.616447040628788301e+00,-7.652584102253774667e-02,1.325009955005861106e-02,1.723130785825154054e-02,-2.609843336119897078e-02,1.295948758916874721e-02,2.527164275877041844e-02,-3.101926718064894686e-02,-6.205111423340040844e+00,-2.710243636788467470e-02,5.586777345441218401e-03,7.803204742847746900e-01,3.970873155725584525e+00,-2.609727380463249702e+00,6.201261379983966648e+00,1.224889332332351928e-02,-2.487026707016923993e-03
1.123914306651543349e+00,1.443441078536400468e-02,-3.284090519340213121e-02,4.955090531764556161e+00,-9.962437766925785754e-02,-1.721555450280867761e-03,-8.197406950254934599e-03,1.209923226452767203e-02,-3.038926507050010439e-03,-1.679457276602382143e-02,4.775568574127296573e-02,-4.631068819460297803e+00,-3.993466559418008821e-02,-4.738188300425150157e-02,5.441877203092335691e-01,-4.509816294287434246e+00,6.732028665736788042e+00,5.834794809930112791e-01,1.170821464130931099e-02,-2.925017119856886810e-03
1.086738632758731393e+00,6.495728581856891060e-02,8.099949914530346629e-02,3.263851290554143247e+00,-7.920282702705712385e-02,-3.572130567317649552e-02,-1.828603326235304222e-02,4.535541173606795484e-02,-4.926829882388281123e-03,-3.440108648936343605e-02,3.740115021422728281e-02,-6.847557630143974450e+00,-3.247492264082012248e-02,-1.131248883138683686e-02,4.049801583394330606e+00,-5.073262116076282524e+00,-5.133313128978352680e+00,-2.610194511613157076e+00,-6.974373404337812221e-03,-1.135624956265120222e-02
1.163477894642967581e+00,2.897044390503578093e-02,1.569008975053765020e-02,5.835876638493340707e+00,-7.400031358754571853e-02,3.530927081295816283e-02,-1.359003764491167193e-02,-1.033718901929152334e-02,3.914894031435202371e-02,-4.783626102957464626e-02,-9.630909842995014070e-03,4.502861870545059375e+00,4.182346193005677393e-02,-1.829470939104015786e-02,7.392957604345502531e+00,3.721730346423882452e+00,-2.001409936498921738e+00,-1.203224020778863590e+00,-7.533496717643787047e-03,9.949134707420231871e-03
8.564987979847714650e-01,9.487441872321653036e-02,-8.148107489143961712e-02,2.375048413016020987e+00,6.845576280667262092e-02,1.151495209607826531e-02,4.508817631545730675e-02,2.788554918366822899e-02,-3.282835358452544650e-02,-2.077080154423911751e-02,8.238324979100354606e-03,5.829558664835712278e+00,-4.981473390274984703e-02,-1.377898990094737763e-03,-7.304789307999001835e+00,-2.164626717826697799e+00,-6.510113452147599844e+00,-1.559568606506900323e-02,6.691428690904827406e-03,9.202299912844789931e-03
9.190303662929617534e-01,1.786781462810545229e-02,-9.846798319281831191e-02,-1.877416678337322509e-01,6.920718303528722304e-04,1.431029480786787100e-02,2.280649321638446303e-02,-2.006691451402052920e-02,3.688364539851501922e-02,-1.928689150236739813e-02,2.325637935145916102e-02,6.043265222833044348e+00,9.662211435413750604e-03,3.526865043687826828e-02,-2.470764987605356566e+00,3.921767117172883843e+00,-6.346829812247138491e+00,-5.437629888213779239e+00,2.120556308843259130e-03,-8.477194573958993576e-03
9.388474184788051513e-01,-6.751733898201245365e-02,-6.551040404433290665e-02,6.517918098581247932e+00,-9.441092032461838313e-02,4.814968332131867867e-02,3.116224829193006696e-02,2.810491278091646616e-02,3.128056306493515182e-04,1.503485646259239417e-02,-5.045769493675376915e-03,-2.445569160490350669e+00,-2.818949373439590123e-02,-4.045847937243667730e-02,-6.808683252831407628e+00,5.209304794840951658e+00,-3.542432227405036826e-01,-7.566155207599457810e+00,1.195263825176278230e-03,2.238114046390730916e-04
1.148250425653415840e+00,-6.906377701084645548e-02,-5.875076437335491342e-02,5.384024476415181226e+00,-1.145326413925948361e-02,-3.538470629925269395e-02,3.358602822119986786e-02,-6.142437631177777302e-03,-2.579913266103851799e-02,-3.058221847804213495e-02,1.107664423883190224e-02,6.371723899101750632e+00,-4.209544772347659919e-02,3.953538158718034046e-02,-7.763985794399664186e+00,2.157443238236087524e-01,2.368225580097700345e+00,-4.588623102117329822e+00,-7.347548899346127704e-04,8.309542236765884299e-03
1.133860857199564975e+00,1.511914159301397387e-02,3.470548272359025299e-02,3.675484498077658202e+00,-9.275627932220825711e-02,-4.126768556538867871e-02,2.071260977430147698e-02,-2.598565841187337050e-02,-2.908272605386119647e-03,4.553737588237138922e-02,4.394790633437485605e-02,-2.875380909220856651e+00,3.974864783298080739e-02,4.004678193454411228e-02,5.741721673228957101e+00,-5.976959869665650515e+00,-5.782948239313700611e+00,-4.289806079541042649e+00,5.125917032076704807e-03,-6.916875911344150599e-03
1.146484084207076926e+00,4.986953315363654160e-03,-6.946649625247464099e-02,7.915960637999576832e+00,5.114865440650737116e-02,3.325051605175032010e-02,4.338211347776912974e-02,4.481023810778667071e-02,4.233609661189517703e-02,-1.463890183014937563e-02,-3.085239944203106710e-02,-5.858606414908399174e+00,-3.167497442248430606e-02,-4.288936460377904686e-02,4.273168202951257655e+00,-1.288446659285163776e+00,-7.213559936363585834e+00,7.110441093227043652e+00,-4.750161862711656593e-03,5.611695151753245264e-04
1.054236637579159419e+00,2.821121669159365464e-02,8.508226650734670993e-02,1.430161115976446240e+00,-1.443133956495779024e-02,1.273090991071700040e-02,-4.359651682255000216e-02,-4.473306196223867520e-02,-4.916247783421488077e-02,5.509343642676731156e-03,-4.650394118772436386e-02,-5.547256479221349679e-01,1.849751825006634709e-02,-4.690938456084606245e-03,-4.368831777217138779e+00,-3.291080283911501425e+00,7.822943335133620835e+00,3.381270223851167600e+00,4.784270023790561724e-03,-2.021839107518359768e-03
9.143093322683464308e-01,4.898834879517593999e-02,-6.518292790659532820e-02,-4.636891430297342964e+00,6.889227156276153674e-02,8.142262213242122681e-03,2.693321524339657713e-02,3.271129951826433346e-02,-2.242649216139387669e-02,-4.170294756626734961e-02,3.633855718630586706e-02,1.367564900947396467e+00,3.385807989365745285e-02,-4.297821037372198671e-02,1.545751896770694245e+00,3.923144655756621191e+00,7.643771947563875457e+00,-7.960545465962420408e+00,-2.145827270030349967e-03,-1.294490938422288018e-02
